"PROJANO";"NUMSEN";"ORGAO";"ORIGEM";"TIPOLEI";"DATAORIG";"DATAULT";"ULTACAO";"TNJR";"VETO";"NUMLEI";"EMENTA"
"PL.1402/95";"PLC0029/97";"TSE";3,00;3;15/12/1995 00:00:00;22/4/1998 00:00:00;"TNJR";"SUB";"NA";9629;"Transforma cargo em comissão do Grupo-Direção e Assessoramento Superiores - DAS na Secretaria do Tribunal Superior Eleitoral. TRANSFORMANDO 01 (UM) CARGO DE ASSESSOR IV DO GRUPO - DIREÇÃO E ASSESSORAMENTO SUPERIORES - DAS, EM 01 (UM) CARGO DE SECRETARIO, NO QUADRO DE PESSOAL DO TSE). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II."
"PL.1403/95";"PLC0030/97";"TSE";3,00;3;15/12/1995 00:00:00;28/4/1998 00:00:00;"TNJR";"SUB";"NA";9631;"Transforma cargo em comissão do Grupo-Direção e Assessoramento Superiores - DAS - Secretaria do Tribunal Superior Eleitoral.  TRANSFORMANDO 01 (UM) CARGO EM COMISSÃO DE ASSESSOR-CHEFE, DO GRUPO - DIREÇÃO E ASSESSORAMENTO SUPERIORES-DAS, EM 01 (UM) CARGO DE ASSESSOR-CHEFE, NO QUADRO DE PESSOAL DO TSE, DESTINADO A ASSESSORIA DE ARTICULAÇÃO PARLAMENTAR). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II."
"PL.1404/88";"PLS0101/88";"SF";1,00;3;6/12/1988 00:00:00;21/12/1988 00:00:00;"TNJR";"PRE";"NA";7704;"Altera a Lei nº 7.681, de 2 de dezembro de 1988, que dispõe sobre prazo para liquidação de débitos que menciona."
"PL.1406/11";"PLS0066/11";"SF";1,00;3;24/2/2011 00:00:00;12/6/2013 00:00:00;"TNJR";"PRO";"NA";12827;"Denomina ""Engenheiro Vasco Filho"" o trecho da BR-324 que liga os Municípios de Salvador e Feira de Santana, no Estado da Bahia."
"PL.1408/96";"-1";"EF";2,00;3;4/1/1996 00:00:00;2/8/2011 00:00:00;"TCOM";"NA";"NA";-1;"Concede isenção do imposto sobre produtos industrializados a produtos nacionais adquiridos pelo Banco Interamericano de Desenvolvimento - BID."
"PL.1409/96";"PLC0033/96";"EF";2,00;3;8/1/1996 00:00:00;10/12/1996 00:00:00;"TNJR";"PRE";"NA";9331;"Autoriza o Poder Executivo a contratar com a ITAIPU pagamento de débito junto ao Tesouro Nacional com títulos da dívida externa brasileira, no valor correspondente a até US$ 140,000,000.00 (cento e quarenta milhões de dólares dos Estados Unidos da América"
"PL.1410/03";"PLC0103/06";"EF";2,00;3;7/7/2003 00:00:00;7/1/2007 00:00:00;"TNJR";"SUE";"NA";11447;"Altera os arts. 67, 70, 82 e 137 e acrescenta o art. 69-A à Lei nº 6.880, de 9 de dezembro de 1980 - Estatuto dos Militares, tratando sobre licença para acompanhar cônjuge ou companheiro (a)."
"PL.1410/88";"PLC0093/88";"EF";2,00;3;7/12/1988 00:00:00;22/12/1988 00:00:00;"TNJR";"SUB";"NA";7711;"Dispõe sobre formas de melhoria da administração tributária e dá outras providências."
"PL.1411/88";"PLC0094/88";"EF";2,00;3;15/11/1988 00:00:00;21/12/1988 00:00:00;"TNJR";"PRO";"NA";7706;"Dispõe sobre a revisão dos vencimentos, salários, soldos e proventos dos servidores, civis e militares, da Administração Federal Direta, das autarquias, dos extintos Territórios Federais e das fundações públicas e dá outras providências."
"PL.1412/88";"PLC0095/88";"CD";1,00;3;9/12/1988 00:00:00;28/12/1988 00:00:00;"TNJR";"PRO";"NA";7714;"Altera a legislação dos incentivos fiscais relacionados com o imposto de renda. Extinguindo incentivos fiscais na área de reflorestamento e as aliquotas especiais de imposto de renda de pessoas juridicas concessionarias de seviços públicos de energia eletrica, telecomunicações e saneamento básico e a isenção as empresas executoras de projetos de infra-estrutura na área de programa Grande Carajás."
"PL.1416/88";"-1";"TFR";3,00;3;8/12/1988 00:00:00;3/4/1990 00:00:00;"ARQV";"NA";"NA";-1;"INSTITUI NORMAS PROCEDIMENTAIS PARA PROCESSOS PERANTE O SUPERIOR TRIBUNAL DE JUSTIÇA. INICIANDO A REFORMULAÇÃO DO PODER JUDICIARIO DE ACORDO COM O DISPOSTO NO ARTIGO 36, INCISOS II E IV, E ARTIGO 105 DA Constituição Federal de 1988)."
"PL.1420/88";"-1";"EF";2,00;3;9/12/1988 00:00:00;12/9/1989 00:00:00;"PRJD";"NA";"NA";-1;"EXTINGUE A FRAÇÃO DO CRUZADO DENOMINADA CENTAVO E DA OUTRAS PROVIDENCIAS. "
"PL.1426/03";"PLC0097/05";"CD";1,00;3;8/7/2003 00:00:00;30/12/2005 00:00:00;"TNJR";"PRE";"NA";11260;"Institui o ano de 2006 como Ano do Turismo."
"PL.1428/99";"-1";"EF";2,00;3;9/8/1999 00:00:00;23/10/2013 00:00:00;"PTOD";"NA";"NA";-1;"Altera dispositivos da Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro. Aumentando para 30 (trinta) o número de pontos na Carteira Nacional de Habilitação que suspenderá o direito de dirigir do motorista infrator."
"PL.1432/99";"PLC0027/02";"CD";1,00;3;10/8/1999 00:00:00;11/7/2002 00:00:00;"TNJR";"PRO";"NA";10515;"Institui o 12 de agosto como Dia Nacional da Juventude."
"PL.1435/96";"PLC0017/97";"EF";2,00;3;11/1/1996 00:00:00;13/6/1997 00:00:00;"TNJR";"PRE";"NA";9461;"Autoriza o Poder Executivo a doar estoques públicos de alimentos, nas condições que menciona."
"PL.1436/96";"-1";"EF";2,00;3;11/1/1996 00:00:00;10/12/1997 00:00:00;"PRJD";"NA";"NA";-1;"ALTERA DISPOSITIVOS DA LEI 5988, DE 14 DE DEZEMBRO DE 1973, QUE REGULA OS DIREITOS AUTORAIS E DA OUTRAS PROVIDENCIAS. ESTABELECENDO QUE A LOCAÇÃO E UM DIREITO EXCLUSIVO DOS TITULARES DE UMA GRAVAÇÃO SONORA, DE ACORDO COM O ACORDO DE TRIPS; DISPÕE AINDA QUE O DIREITO NÃO É EXAURIVEL PELA VENDA OU OUTRA FORMA DE TRANSFERENCIA DAS GRAVAÇÕES SONORAS."
"PL.1661/03";"PLC0094/03";"CD";1,00;3;12/8/2003 00:00:00;16/12/2003 00:00:00;"TNJR";"SUB";"NA";10819;"Dispõe sobre os depósitos judiciais de tributos, no âmbito dos Municípios, e dá outras providências."
"PL.1664/07";"PLC0010/09";"CD";1,00;3;1/8/2007 00:00:00;6/7/2009 00:00:00;"TNJR";"SUE";"NA";11961;"Amplia, para o estrangeiro em situação ilegal no território nacional, o prazo para requerer registro provisório. Altera a Lei nº 7.685, de 1988 e revoga a Lei nº 9.675, de 1998."
"PL.1666/89";"PLC0038/89";"EF";2,00;3;8/3/1989 00:00:00;23/10/1989 00:00:00;"TNJR";"PRE";"NA";7851;"Fixa o efetivo da polícia militar do Distrito Federal, e da outras providências. Aumentando os efetivos de forma a assegurar a segurança da comunidade, inclusive através da Brigada Escolar ou Batalhão Escolar e do Policiamento Ostensivo."
"PL.1667/96";"PLC0103/96";"CD";1,00;3;21/3/1996 00:00:00;18/11/1998 00:00:00;"TNJR";"PRO";"NA";9708;"MODIFICA O 'CAPUT' DO ARTIGO 58 DA LEI 6015, DE 31 DE DEZEMBRO 1973, 'QUE DISPÕE SOBRE OS REGISTROS PUBLICOS E DA OUTRAS PROVIDENCIAS'.  POSSIBILITANDO A SUBSTITUIÇÃO DO PRENOME POR APELIDOS PUBLICOS E NOTORIOS."
"PL.1668/96";"PLC0045/98";"EF";2,00;3;21/3/1996 00:00:00;27/11/2002 00:00:00;"TCOM";"NA";"NA";-1;"Altera o Título XI do Código Penal, que trata dos Crimes contra a Administração Pública."
"PL.1669/11";"PLS0091/11";"SF";1,00;3;16/3/2011 00:00:00;20/12/2011 00:00:00;"VETT";"SUB";"TS";-1;"Altera o art. 2º do Decreto nº 2.784, de 18 de junho de 1913, para restabelecer os fusos horários do Estado do Acre, do Estado do Pará e do Estado do Amazonas."
"PL.1669/96";"PLC0050/96";"EF";2,00;3;22/3/1996 00:00:00;26/12/1996 00:00:00;"TNJR";"SUB";"NA";9427;"Institui a Agência Nacional de Energia Elétrica - ANEEL, disciplina o regime das concessões de serviços públicos de energia elétrica e dá outras providências."
"PL.1670/89";"PLC0156/92";"CD";1,00;3;9/3/1989 00:00:00;19/9/1995 00:00:00;"TNJR";"SUE";"PM";9096;"Dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal. "
"PL.1670/96";"PLC0066/01";"EF";2,00;3;22/3/1996 00:00:00;2/10/2014 00:00:00;"TCOM";"NA";"NA";-1;"Dispõe sobre o incentivo a ser prestado pelo Poder Público à criação, consolidação e capacitação de cooperativas ou de associações que menciona, e acrescenta dispositivos ao artigo 24 da Lei no 8.666, de 21 de julho de 1993."
"PL.1673/96";"-1";"EF";2,00;3;26/3/1996 00:00:00;9/6/1999 00:00:00;"RTPA";"NA";"NA";-1;"AUTORIZA O DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS - DNOCS A DOAR, A ESTADOS, MUNICIPIOS E OUTRAS ENTIDADES PUBLICAS, OS AÇUDES QUE ESPECIFICA. AÇUDE MUNDO NOVO, AÇUDE BEBADO, AÇUDE PEDRA D'AGUA, AÇUDE BONITO GRANDE, AÇUDE CERAUMA E AÇUDE MACAUBAS."
"PL.1674/89";"PLC0044/89";"TST";3,00;3;28/3/1989 00:00:00;9/11/1989 00:00:00;"TNJR";"PRE";"NA";7873;"Cria a 18ª Região da Justiça do Trabalho, o respectivo Tribunal Regional do Trabalho, e dá outras providências."
"PL.1674/96";"-1";"EF";2,00;3;26/3/1996 00:00:00;13/11/2003 00:00:00;"RTPA";"NA";"NA";-1;"Altera dispositivos do Decreto-lei nº 2.848, de 7 de dezembro de 1940 (Código Penal). Estabelecendo penalidade mais severa nos casos de condutas abusivas violentas ou de exploração sexual de crianças e adolescentes."
"PL.1681/91";"PLC0031/95";"CD";1,00;3;21/8/1991 00:00:00;2/6/2004 00:00:00;"VETT";"PRO";"TM";-1;"DA NOVA REDAÇÃO AO PARAGRAFO PRIMEIRO DO ARTIGO 239 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO."
"PL.1683/03";"PLC0019/05";"CD";1,00;3;13/8/2003 00:00:00;13/4/2010 00:00:00;"TNJR";"PRO";"PM";12229;"Dispõe sobre a criação do Monumento Natural do Arquipélago das Ilhas Cagarras."
"PL.1684/11";"-1";"EF";2,00;3;27/6/2011 00:00:00;15/4/2013 00:00:00;"PRJD";"NA";"NA";-1;"Prorroga o prazo de pagamento da Gratificação de Representação de Gabinete e da Gratificação Temporária para os servidores ou empregados requisitados pela Advocacia-Geral da União. 
Altera a Lei nº 10.480, de 2002."
"PL.1685/91";"PLC0021/94";"CD";1,00;3;8/11/1991 00:00:00;19/7/1995 00:00:00;"TNJR";"SUB";"NA";9081;"Altera a redação do art. 4º da Lei nº 8.197, de 27 de junho de 1991."
"PL.1685/96";"PLC0104/96";"CD";1,00;3;26/3/1996 00:00:00;20/12/1999 00:00:00;"TNJR";"SUB";"NA";9934;"DISPÕE SOBRE A REDUÇÃO DE DESPESAS CARTORARIAS COM AS ESCRITURAS PUBLICAS E OS REGISTROS IMOBILIARIOS PARA A AQUISIÇÃO DE IMOVEL CONSTRUIDO PELO SISTEMA DE MUTIRÃO NOS PROGRAMAS HABITACIONAIS PARA FAMILIAS DE BAIXA RENDA. NOVA EMENTA: ALTERA A LEI 6015, DE 31 DE DEZEMBRO DE 1973, PARA ACRESCENTAR DISPOSITIVOS SOBRE A REDUÇÃO DE DESPESAS CARTORIAIS COM AS ESCRITURAS PUBLICAS E OS REGISTROS IMOBILIARIOS PARA AQUISIÇÃO DE IMOVEL CONSTRUIDOS PELO SISTEMA DE MUTIRÃO NOS PROGRAMAS HABITACIONAIS PARA FAMILIAS DE BAIXA RENDA. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II."
"PL.1687/07";"-1";"EF";2,00;3;2/8/2007 00:00:00;18/8/2010 00:00:00;"ARQV";"NA";"NA";-1;"Institui as diretrizes da política de mobilidade urbana e dá outras providências. Altera a Lei nº 5.917, de 1973 e revoga a Lei nº 6.261, de 1975."
"PL.1696/03";"PLC0001/06";"CD";1,00;3;14/8/2003 00:00:00;11/5/2009 00:00:00;"TNJR";"PRE";"NA";11935;"Altera o art. 35-C da Lei nº 9656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde. Obriga os planos de saúde a cobrirem o atendimento nos casos de planejamento familiar, incluindo métodos e técnicas de concepção e contracepção."
"PL.1698/99";"PLC0106/01";"EF";2,00;3;17/9/1999 00:00:00;9/7/2002 00:00:00;"TNJR";"PRO";"NA";10506;"Altera o art. 16 da Lei n. 8935, de 18 de novembro de 1994, que regulamenta o art. 236 da Constituição Federal. Dispondo que para provimento de vagas dos serviços notariais por meio de remoção será exigida a realização de concurso de títulos."
"PL.1699/99";"PLC0056/99";"EF";2,00;3;20/9/1999 00:00:00;20/12/1999 00:00:00;"TNJR";"PRO";"NA";9932;"Dispõe sobre a transferência de atribuições da IRB - Brasil Resseguros S.A. - IRB - BRASIL Re para a Superintendência de Seguros Privados - SUSEP, e dá outras providências"
"PL.1700/99";"-1";"EF";2,00;3;21/9/1999 00:00:00;20/10/1999 00:00:00;"PRJD";"NA";"NA";-1;"Altera a Lei nº 8.248, de 23 de outubro de 1991, dispondo sobre a capacitação e competitividade do setor de tecnologia da informação. Prorroga até 31 de dezembro de 1999, o prazo de vigência do incentivo fiscal relativo ao IPI para bens de informática e automação fabricadas no país; dispõe que à partir de primeiro de janeiro de 2000 as empresas terão uma redução progressiva do imposto devido, ressalvando os fabricantes de bens reconhecíveis como exclusivos ou principalmente do segmento de áudio e vídeo,ainda que incorporem tecnologia digital."
"PL.1906/03";"PLC0068/05";"CD";1,00;3;4/9/2003 00:00:00;19/12/2007 00:00:00;"TNJR";"PRO";"NA";11621;"Institui o Dia da Amazônia"
"PL.1909/91";"PLC0148/93";"EF";2,00;3;16/10/1991 00:00:00;9/12/1993 00:00:00;"TNJR";"SUE";"NA";8745;"Dispõe sobre a contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público, nos termos do inciso IX do art. 37 da Constituição Federal, e dá outras providências"
"PL.1910/91";"-1";"EF";2,00;3;2/10/1991 00:00:00;6/5/1993 00:00:00;"RTPA";"NA";"NA";-1;"CRIA A NOTA DO TESOURO NACIONAL AMBIENTAL ( NTN - AMBIENTAL ) E DA OUTRAS PROVIDENCIAS. PELO DESMEMBRAMENTO DO PL. 1583/91."
"PL.1910/99";"PLC0026/00";"CD";1,00;3;21/10/1999 00:00:00;20/9/2001 00:00:00;"TNJR";"PRE";"NA";10287;"Altera dispositivo da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as Diretrizes e Bases da Educação Nacional. ESTABELECENDO QUE AS ESCOLAS AO FINAL DE CADA BIMESTRE DEVERÃO ENVIAR AO CONSELHO TUTELAR E AO JUIZ DA COMARCA RESPECTIVA DO MUNICIPIO A RELAÇÃO NOMINAL DOS ALUNOS COM VINTE E CINCO POR CENTO DE FALTAS NÃO JUSTIFICADAS."
"PL.1911/91";"PLC0088/91";"EF";2,00;3;8/7/1991 00:00:00;24/10/1991 00:00:00;"TNJR";"SUB";"NA";8249;"Estabelece as características da Nota do Tesouro Nacional (NTN) e dá outras providências. PELO DESMEMBRAMENTO DO PL. 1583/91"
"PL.1911/96";"PLS0227/95";"SF";1,00;3;11/8/1995 00:00:00;20/11/1996 00:00:00;"TNJR";"PRO";"NA";9315;"Inscreve o nome de Zumbi dos Palmares no ""Livro dos Heróis da Pátria""."
"PL.1912/91";"PLC0136/91";"EF";2,00;3;16/10/1991 00:00:00;27/12/1991 00:00:00;"TNJR";"PRO";"NA";8344;"Dá nova redação aos arts. 19, inciso VI e 23, inciso V, da Lei nº 8.028, de 12 de abril de 1990, e 19, inciso II, da Lei nº 8.029, de 12 de abril de 1990, e dá outras providências. ALTERANDO AS COMPETENCIAS E ESTRUTURA DO MINISTERIO DA AGRICULTURA E REFORMA AGRARIA, CRIANDO CARGOS DE DAS E FUNÇÃO GRATIFICADA NO QUADRO DE PESSOAL E PROPONDO A PERMANENCIA DA ALOCAÇÃO DE RECURSOS DA CCCCN NO AMBITO DO MINISTERIO PARA EFEITO DE APLICAÇÃO NA EQUIDEOCULTURA."
"PL.1913/91";"PLC0124/91";"EF";2,00;3;25/10/1991 00:00:00;7/1/1992 00:00:00;"TNJR";"SUB";"PM";8398;"Dispões sobre a base de cálculo das contribuições devidas ao Finsocial e ao PIS/Pasep e dá outras providências. ESTIMULANDO A CONTRATAÇÃO PELAS INSTITUIÇÕES FINANCEIRAS DE OPERAÇÕES VINCULADAS AO CREDITO RURAL, MEDIANTE EXCLUSÃO DAS RECEITAS DESSAS OPERAÇÕES DA BASE DE CALCULO DAS CONTRIBUIÇÕES AO FINSOCIAL E AO PIS/PASEP, CARREANDO RECURSOS ADICIONAIS AO SETOR AGRICOLA. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II."
"PL.1915/89";"PLC0039/89";"EF";2,00;3;3/4/1989 00:00:00;31/10/1989 00:00:00;"TNJR";"PRO";"NA";7863;"Dispõe sobre a transformação da Escola Técnica Federal do Maranhão em Centro Federal de Educação Tecnológica. "
"PL.1916/89";"-1";"EF";2,00;3;3/4/1989 00:00:00;4/5/1989 00:00:00;"RTPA";"NA";"NA";-1;"AUTORIZA O PODER EXECUTIVO A ABRIR CREDITO ESPECIAL DE NCZ 63.734.679,00, EM FAVOR DO MINISTERIO DA EDUCAÇÃO, E DA OUTRAS PROVIDENCIAS. DESTINADO AS ATIVIDADES DO COLEGIO PEDRO II."
"PL.1917/89";"PLS0048/89";"SF";1,00;3;29/3/1989 00:00:00;27/4/1989 00:00:00;"TNJR";"SUB";"NA";7763;"Prorroga o prazo de dispositivos legais que menciona, com base no art. 25 das Disposições Constitucionais Transitórias."
"PL.1919/99";"PLS0402/99";"SF";1,00;3;9/6/1999 00:00:00;18/6/2008 00:00:00;"TNJR";"PRE";"NA";11701;"Altera a redação da Lei nº 5.917, de 10 de setembro de 1973, para incluir o Porto Barra do Riacho na relação descritiva dos portos marítimos, fluviais e lacustres do Plano Nacional de Viação, de que trata o item 4.2."
"PL.1923/03";"PLC0098/05";"CD";1,00;3;9/9/2003 00:00:00;2/1/2006 00:00:00;"TNJR";"PRO";"NA";11264;"Confere ao município de Passo Fundo o título de ""Capital Nacional da Literatura""."
"PL.1923/89";"PLC0014/89";"EF";2,00;3;26/4/1989 00:00:00;10/7/1989 00:00:00;"TNJR";"SUB";"NA";7796;"Cria a Comissão Coordenadora Regional de Pesquisas na Amazônia - CORPAM e dá outras providências."
"PL.1924/89";"PLC0018/89";"EF";2,00;3;26/4/1989 00:00:00;11/7/1989 00:00:00;"TNJR";"SUB";"NA";7802;"DISPÕE SOBRE O REGISTRO, A PRODUÇÃO, A COMERCIALIZAÇÃO, O USO, O CONTROLE, A INSPEÇÃO, A FISCALIZAÇÃO E A CLASSIFICAÇÃO, A IMPORTAÇÃO E A EXPORTAÇÃO DE AGROTOXICOS, SEUS COMPONENTES E AFINS, E DA OUTRAS PROVIDENCIAS. ADEQUANDO A LEGISLAÇÃO SOBRE AGROTOXICO AS METAS DO PROGRAMA NOSSA NATUREZA. (PRAZO: 45 DIAS) NOVA EMENTA: DISPÕE SOBRE A PESQUISA, A EXPERIMENTAÇÃO, A PRODUÇÃO, A EMBALAGEM E ROTULAGEM, O TRANSPORTE, O ARMAZENAMENTO, A COMERCIALIZAÇÃO, A PROPAGANDA COMERCIAL, A UTILIZAÇÃO, A IMPORTAÇÃO, A EXPORTAÇÃO, O DESTINO FINAL DOS RESIDUOS E EMBALAGENS, O REGISTRO, A CLASSIFICAÇÃO, O CONTROLE, A INSPEÇÃO E A FISCALIZAÇÃO DE AGROTOXICOS, SEUS COMPONENTES E AFINS, E DA OUTRAS PROVIDENCIAS.ADEQUANDO A LEGISLAÇÃO SOBRE AGROTOXICO AS METAS DO PROGRAMA NOSSA NATUREZA. (PRAZO: 45 DIAS) NOVA EMENTA: DISPÕE SOBRE A PESQUISA, A EXPERIMENTAÇÃO, A PRODUÇÃO, A EMBALAGEM E ROTULAGEM, O TRANSPORTE, O ARMAZENAMENTO, A COMERCIALIZAÇÃO, A PROPAGANDA COMERCIAL, A UTILIZAÇÃO, A IMPORTAÇÃO, A EXPORTAÇÃO, O DESTINO FINAL DOS RESIDUOS E EMBALAGENS, O REGISTRO, A CLASSIFICAÇÃO, O CONTROLE, A INSPEÇÃO E A FISCALIZAÇÃO DE AGROTOXICOS, SEUS COMPONENTES E AFINS, E DA OUTRAS PROVIDENCIAS."
"PL.1932/07";"PLC0066/09";"TST";3,00;3;4/9/2007 00:00:00;3/7/2009 00:00:00;"TNJR";"SUB";"NA";11964;"Altera a composição do Tribunal Regional do Trabalho da 18ª Região e dá outras providências. Altera a composição para 13 (treze) Juízes Togados."
"PL.1933/07";"PLC0018/09";"TST";3,00;3;4/9/2007 00:00:00;8/7/2009 00:00:00;"TNJR";"PRO";"NA";11978;"Cria cargos de provimento efetivo e em comissão no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 18ª Região e dá outras providências."
"PL.1935/07";"-1";"EF";2,00;3;4/9/2007 00:00:00;7/8/2009 00:00:00;"PRJD";"NA";"NA";-1;"Institui o Programa Bolsa-Formação, destinado à qualificação profissional dos integrantes das carreiras já existentes das polícias militar e civil, do corpo de bombeiro, dos agentes penitenciários, dos agentes carcerários e dos peritos."
"PL.1935/96";"PLC0051/96";"EF";2,00;3;15/5/1996 00:00:00;24/12/1996 00:00:00;"TNJR";"SUE";"NA";9422;"Dispõe sobre a concessão de pensão especial aos dependentes que especifica e dá outras providências. CONCEDENDO PENSÃO ESPECIAL, NO VALOR DE UM SALARIO MINIMO, AOS DEPENDENTES DAS VITIMAS FATAIS DE HEPATITE TOXICA, POR CONTAMINAÇÃO EM PROCESSO DE HEMODIALISE, NA CIDADE DE CARUARU, PERNAMBUCO."
"PL.1936/03";"PLC0078/03";"EF";2,00;3;9/9/2003 00:00:00;18/12/2003 00:00:00;"TNJR";"PRE";"NA";10821;"Concede indenização, a título de reparação de danos, às famílias das vítimas do acidente de Alcântara e à família do subtenente do Exército Alcir José Tomasi."
"PL.1936/07";"-1";"EF";2,00;3;4/9/2007 00:00:00;24/3/2011 00:00:00;"ARQV";"NA";"NA";-1;"Altera dispositivos da Lei nº 7.210, de 11 de junho de 1984 - Lei de Execução Penal -, para introduzir a remição da pena pelo estudo. Estabelece que o tempo remido será computado como pena cumprida para todos os efeitos, e a contagem será feita à razão de um dia de pena por dezoito horas-aula assistidas, divididas, no mínimo, em três dias."
"PL.1936/96";"PLC0016/97";"EF";2,00;3;15/5/1996 00:00:00;22/7/1997 00:00:00;"TNJR";"PRE";"NA";9474;"Define mecanismos para a implementação do Estatuto dos Refugiados de 1951, e determina outras providências."
"PL.2204/07";"-1";"EF";2,00;3;11/10/2007 00:00:00;3/6/2008 00:00:00;"ARQV";"NA";"NA";-1;"Dispõe sobre o Programa Nacional de Inclusão de Jovens - ProJovem, instituído pela Lei nº 11.129, de 30 de junho de 2005, altera as Leis nºs 9.311, de 24 de outubro de 1996, e 10.836, de 9 de janeiro de 2004, e dá outras providências.Institui o ""novo ProJovem"", dividido em quatro modalidades: ProJovem Adolescente - Serviço Socioeducativo; ProJovem Urbano; ProJovem Campo - Sabores da Terra; e ProJovem Trabalhador. Aumenta para R$ 58,00 (cinquenta e oito reais) por mês o valor do benefício básico do Programa Bolsa Família."
